Config,ID,Based Club ID,Based Club Name,FM ID,First Name,Second Name,Age,Current Ability,Potential Ability,Division ID,Division Name
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":1001545,""r"":1001545},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439017,""r"":1001545}]",1001545,88416,Reading,29225910,Kian,Leavy,18,50,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":1002192,""r"":1002192},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439664,""r"":1002192}]",1002192,88416,Reading,29236490,Nahum,Melvin-Lambert,17,50,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":1002195,""r"":1002195},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439667,""r"":1002195}]",1002195,88416,Reading,29236493,Yaw,Turkson,17,50,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":581907,""r"":581907},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438547,""r"":581907}]",581907,88423,Sheffield Wednesday,29221759,Toby,Kenyon,18,50,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":581908,""r"":581908},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438548,""r"":581908}]",581908,88423,Sheffield Wednesday,29221760,Sam,Oliver,18,50,-25,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":568619,""r"":568619},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424934,""r"":568619}]",568619,88430,West Bromwich Albion,28116506,Ted,Cann,19,50,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":568301,""r"":568301},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424616,""r"":568301}]",568301,88018,Stoke City,28111397,Vazoumana,Karamoko,20,49,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":742694,""r"":742694},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":622444,""r"":742694}]",742694,88021,Swansea City,52085207,Luke,McKendry,18,49,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":581243,""r"":581243},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437884,""r"":581243}]",581243,88321,Barnsley,29217139,Josh,Olatubosun,18,49,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":580049,""r"":580049},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436697,""r"":580049}]",580049,88385,Leeds United,29186421,Luke,Lyons,19,49,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":1002153,""r"":1002153},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439625,""r"":1002153}]",1002153,88406,Nottingham Forest,29236346,Jovel,Jackson-Davis,16,49,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":581239,""r"":581239},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437880,""r"":581239}]",581239,88321,Barnsley,29217135,Charlie,Winfield,18,48,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":581242,""r"":581242},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437883,""r"":581242}]",581242,88321,Barnsley,29217138,Will,Lancaster,17,48,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568913,""r"":568913},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425226,""r"":568913}]",568913,88340,Cardiff City,28122157,William,Warnock,19,48,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":1001128,""r"":1001128},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425403,""r"":1001128}]",1001128,88378,Huddersfield Town,28123267,Sam,Sharrock-Peplow,18,48,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":581390,""r"":581390},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438031,""r"":581390}]",581390,88379,Hull City,29217817,Tommy,Best,18,48,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":580457,""r"":580457},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437104,""r"":580457}]",580457,88415,Queens Park Rangers,29192118,Kai,Woollard-Innocent,19,48,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":579343,""r"":579343},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435955,""r"":579343}]",579343,88423,Sheffield Wednesday,29174940,Charlie,Reaney,18,48,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":581906,""r"":581906},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438546,""r"":581906}]",581906,88423,Sheffield Wednesday,29221758,Luke,Jackson,18,48,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002417,""r"":1002417},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439889,""r"":1002417}]",1002417,88423,Sheffield Wednesday,29240057,Luke,Hall,17,48,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":581241,""r"":581241},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437882,""r"":581241}]",581241,88321,Barnsley,29217137,Will,Calligan,18,47,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":581391,""r"":581391},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438032,""r"":581391}]",581391,88379,Hull City,29217818,Jake,Bayram,18,47,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":581394,""r"":581394},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438035,""r"":581394}]",581394,88379,Hull City,29217821,Harry,Wood,17,47,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001662,""r"":1001662},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439134,""r"":1001662}]",1001662,88379,Hull City,29229010,Josh,Hinds,17,46,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":581904,""r"":581904},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438544,""r"":581904}]",581904,88423,Sheffield Wednesday,29221756,Declan,Thompson,18,46,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":568691,""r"":568691},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425006,""r"":568691}]",568691,88018,Stoke City,28117374,Will,Forrester,19,45,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":568672,""r"":568672},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424987,""r"":568672}]",568672,88021,Swansea City,28116923,Bailey,Owen,19,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":1002704,""r"":1002704},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":440176,""r"":1002704}]",1002704,88021,Swansea City,29243377,Joshua,Hutchings,7,45,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001687,""r"":1001687},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439159,""r"":1001687}]",1001687,88321,Barnsley,29232919,Callum,Walmsley,18,45,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001942,""r"":1001942},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439414,""r"":1001942}]",1001942,88321,Barnsley,29235179,Kareem,Hassan-Smith,17,45,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":581657,""r"":581657},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438298,""r"":581657}]",581657,88327,Blackburn Rovers,29219118,Isaac,Whitehall,18,45,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568977,""r"":568977},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425290,""r"":568977}]",568977,88340,Cardiff City,28122451,Cavan,Williams,18,45,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579646,""r"":579646},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436296,""r"":579646}]",579646,88343,Charlton Athletic,29177371,Kareem,Isiaka,17,45,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":581351,""r"":581351},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437992,""r"":581351}]",581351,88360,Derby County,29217608,Jaden,Charles,17,45,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1001720,""r"":1001720},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439192,""r"":1001720}]",1001720,88360,Derby County,29233084,Jack,Rogers,17,45,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":581396,""r"":581396},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438037,""r"":581396}]",581396,88379,Hull City,29217823,Quinn,Thompson,18,45,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581481,""r"":581481},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438122,""r"":581481}]",581481,88400,Millwall,29218065,Alex,Mitchell,17,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581482,""r"":581482},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438123,""r"":581482}]",581482,88400,Millwall,29218066,Chibuike,Ezennolim,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581483,""r"":581483},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438124,""r"":581483}]",581483,88400,Millwall,29218067,Hayden,Muller,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581485,""r"":581485},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438126,""r"":581485}]",581485,88400,Millwall,29218069,Jacob,Munting,18,45,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":581487,""r"":581487},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438128,""r"":581487}]",581487,88400,Millwall,29218071,Sean,O'Brien,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":1002168,""r"":1002168},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439640,""r"":1002168}]",1002168,88414,Preston North End,29236419,Oliver,Lombard,17,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":1002169,""r"":1002169},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439641,""r"":1002169}]",1002169,88414,Preston North End,29236420,Kyi,Nicholson,17,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":1002170,""r"":1002170},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439642,""r"":1002170}]",1002170,88414,Preston North End,29236421,Harry,Huddart,17,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88414,""r"":88414},{""a"":""Person"",""m"":""Person"",""k"":1002173,""r"":1002173},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439645,""r"":1002173}]",1002173,88414,Preston North End,29236424,Jacob,Holland-Wilkinson,17,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":581554,""r"":581554},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438195,""r"":581554}]",581554,88415,Queens Park Rangers,29218345,Murphy,Cooper,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":581556,""r"":581556},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438197,""r"":581556}]",581556,88415,Queens Park Rangers,29218347,Hamzad,Kargbo,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":581557,""r"":581557},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438198,""r"":581557}]",581557,88415,Queens Park Rangers,29218348,Trent,Mahorn,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":581558,""r"":581558},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438199,""r"":581558}]",581558,88415,Queens Park Rangers,29218349,Isaac,Pitblado,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":1002175,""r"":1002175},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439647,""r"":1002175}]",1002175,88415,Queens Park Rangers,29236445,Bunmi,Babajide,16,45,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002418,""r"":1002418},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439890,""r"":1002418}]",1002418,88423,Sheffield Wednesday,29240058,Basile,Zottos,17,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002420,""r"":1002420},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439892,""r"":1002420}]",1002420,88423,Sheffield Wednesday,29240060,Luke,Yates,17,45,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581618,""r"":581618},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438259,""r"":581618}]",581618,88430,West Bromwich Albion,29218606,Remarl,Williams,19,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581619,""r"":581619},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438260,""r"":581619}]",581619,88430,West Bromwich Albion,29218607,Harry,Williams,17,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581620,""r"":581620},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438261,""r"":581620}]",581620,88430,West Bromwich Albion,29218608,Carrick,Hill,18,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581621,""r"":581621},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438262,""r"":581621}]",581621,88430,West Bromwich Albion,29218609,Lewis,Smith,18,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581622,""r"":581622},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438263,""r"":581622}]",581622,88430,West Bromwich Albion,29218610,Toby,King,18,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581625,""r"":581625},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438266,""r"":581625}]",581625,88430,West Bromwich Albion,29218613,Alex,Gilbert,18,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88430,""r"":88430},{""a"":""Person"",""m"":""Person"",""k"":581626,""r"":581626},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438267,""r"":581626}]",581626,88430,West Bromwich Albion,29218614,Jacob,Wakeling,18,45,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":183469,""r"":183469},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22471,""r"":183469}]",183469,88433,Wigan Athletic,222729,Louis,Isherwood,18,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":581039,""r"":581039},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437681,""r"":581039}]",581039,88433,Wigan Athletic,29199346,Will,McGuffie,19,45,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001658,""r"":1001658},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439130,""r"":1001658}]",1001658,88379,Hull City,29229006,Louis,Beckett,17,44,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001659,""r"":1001659},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439131,""r"":1001659}]",1001659,88379,Hull City,29229007,Harvey,Carew,17,44,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001666,""r"":1001666},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439138,""r"":1001666}]",1001666,88379,Hull City,29229014,Will,Jarvis,17,44,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":183468,""r"":183468},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22470,""r"":183468}]",183468,88433,Wigan Athletic,222728,Harry,Jolley,18,44,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":183470,""r"":183470},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22472,""r"":183470}]",183470,88433,Wigan Athletic,222730,Joe,McWilliam,18,44,-3,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001655,""r"":1001655},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439127,""r"":1001655}]",1001655,88379,Hull City,29229003,Harry,Fisk,17,43,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001660,""r"":1001660},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439132,""r"":1001660}]",1001660,88379,Hull City,29229008,McCauley,Snelgrove,17,43,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":1001810,""r"":1001810},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439282,""r"":1001810}]",1001810,88021,Swansea City,29233412,Scott,Butler,18,42,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":581240,""r"":581240},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437881,""r"":581240}]",581240,88321,Barnsley,29217136,Brad,Binns,18,42,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":581257,""r"":581257},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437898,""r"":581257}]",581257,88324,Birmingham City,29217186,Ben,Haywood,18,42,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001656,""r"":1001656},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439128,""r"":1001656}]",1001656,88379,Hull City,29229004,Jake,Leake,17,42,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001661,""r"":1001661},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439133,""r"":1001661}]",1001661,88379,Hull City,29229009,McCauley,Power,17,42,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002419,""r"":1002419},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439891,""r"":1002419}]",1002419,88423,Sheffield Wednesday,29240059,Alex,Bonnington,17,42,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":1002421,""r"":1002421},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439893,""r"":1002421}]",1002421,88423,Sheffield Wednesday,29240061,Alex,Hare,17,42,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001657,""r"":1001657},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439129,""r"":1001657}]",1001657,88379,Hull City,29229005,Josh,Ward,17,41,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":1001663,""r"":1001663},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439135,""r"":1001663}]",1001663,88379,Hull City,29229011,Harry,Lovick,17,41,-45,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":582091,""r"":582091},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438728,""r"":582091}]",582091,88018,Stoke City,29223276,Mohamed,Akandji,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":582093,""r"":582093},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438730,""r"":582093}]",582093,88018,Stoke City,29223278,Kieran,Coates,17,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":568597,""r"":568597},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424912,""r"":568597}]",568597,88021,Swansea City,28116465,Craig,Davies,19,40,-35,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":581605,""r"":581605},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438246,""r"":581605}]",581605,88021,Swansea City,29218508,Alex,Rutter,19,40,-4,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":1001203,""r"":1001203},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425478,""r"":1001203}]",1001203,88021,Swansea City,28126125,Adrian,Akande,16,40,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001940,""r"":1001940},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439412,""r"":1001940}]",1001940,88321,Barnsley,29235177,Archie,Brown,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001941,""r"":1001941},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439413,""r"":1001941}]",1001941,88321,Barnsley,29235178,Harry,Widdop,17,40,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":1001943,""r"":1001943},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439415,""r"":1001943}]",1001943,88321,Barnsley,29235180,Sam,Nicholson,17,40,,153406,Sky Bet Championship
